7493
SPOM_SPNCRNA.612	SPOM_SPNCRNA.612	MissingGeneType
SPOM_SPNCRNA.613	SPOM_SPNCRNA.613	MissingGeneType
SPOM_SPRRNA.10	SPOM_SPRRNA.10	MissingGeneType
SPOM_SPNCRNA.2062	SPOM_SPNCRNA.2062	MissingGeneType
SPOM_SPNCRNA.2063	SPOM_SPNCRNA.2063	MissingGeneType
SPOM_SPNCRNA.2064	SPOM_SPNCRNA.2064	MissingGeneType
SPOM_SPNCRNA.2065	SPOM_SPNCRNA.2065	MissingGeneType
SPOM_SPNCRNA.2066	SPOM_SPNCRNA.2066	MissingGeneType
SPOM_SPNCRNA.2067	SPOM_SPNCRNA.2067	MissingGeneType
SPOM_SPNCRNA.614	SPOM_SPNCRNA.614	MissingGeneType
SPOM_SPNCRNA.615	SPOM_SPNCRNA.615	MissingGeneType
SPOM_SPNCRNA.2068	SPOM_SPNCRNA.2068	MissingGeneType
SPOM_SPNCRNA.616	SPOM_SPNCRNA.616	MissingGeneType
SPOM_SPNCRNA.2069	SPOM_SPNCRNA.2069	MissingGeneType
SPOM_SPNCRNA.2070	SPOM_SPNCRNA.2070	MissingGeneType
SPOM_SPNCRNA.617	SPOM_SPNCRNA.617	MissingGeneType
SPOM_SPSNORNA.49	SPOM_SPSNORNA.49	MissingGeneType
SPOM_SPNCRNA.2071	SPOM_SPNCRNA.2071	MissingGeneType
SPOM_SPNCRNA.141	SPOM_SPNCRNA.141	MissingGeneType
SPOM_SPNCRNA.618	SPOM_SPNCRNA.618	MissingGeneType
SPOM_SPNCRNA.2072	SPOM_SPNCRNA.2072	MissingGeneType
SPOM_SPNCRNA.2073	SPOM_SPNCRNA.2073	MissingGeneType
SPOM_SPNCRNA.2074	SPOM_SPNCRNA.2074	MissingGeneType
SPOM_SPNCRNA.2075	SPOM_SPNCRNA.2075	MissingGeneType
SPOM_SPNCRNA.2076	SPOM_SPNCRNA.2076	MissingGeneType
SPOM_SPNCRNA.2077	SPOM_SPNCRNA.2077	MissingGeneType
SPOM_SPNCRNA.2078	SPOM_SPNCRNA.2078	MissingGeneType
SPOM_SPNCRNA.619	SPOM_SPNCRNA.619	MissingGeneType
SPOM_SPNCRNA.2079	SPOM_SPNCRNA.2079	MissingGeneType
SPOM_SPNCRNA.2080	SPOM_SPNCRNA.2080	MissingGeneType
SPOM_SPNCRNA.2081	SPOM_SPNCRNA.2081	MissingGeneType
SPOM_SPNCRNA.620	SPOM_SPNCRNA.620	MissingGeneType
SPOM_SPNCRNA.2082	SPOM_SPNCRNA.2082	MissingGeneType
SPOM_SPNCRNA.2083	SPOM_SPNCRNA.2083	MissingGeneType
SPOM_SPNCRNA.621	SPOM_SPNCRNA.621	MissingGeneType
SPOM_SPNCRNA.2084	SPOM_SPNCRNA.2084	MissingGeneType
SPOM_SPNCRNA.2085	SPOM_SPNCRNA.2085	MissingGeneType
SPOM_SPNCRNA.2086	SPOM_SPNCRNA.2086	MissingGeneType
SPOM_SPNCRNA.622	SPOM_SPNCRNA.622	MissingGeneType
SPOM_SPNCRNA.623	SPOM_SPNCRNA.623	MissingGeneType
SPOM_SPNCRNA.142	SPOM_SPNCRNA.142	MissingGeneType
SPOM_SPNCRNA.2087	SPOM_SPNCRNA.2087	MissingGeneType
SPOM_SPNCRNA.2088	SPOM_SPNCRNA.2088	MissingGeneType
SPOM_SPNCRNA.2089	SPOM_SPNCRNA.2089	MissingGeneType
SPOM_SPNCRNA.2090	SPOM_SPNCRNA.2090	MissingGeneType
SPOM_SPNCRNA.2091	SPOM_SPNCRNA.2091	MissingGeneType
SPOM_SPNCRNA.2092	SPOM_SPNCRNA.2092	MissingGeneType
SPOM_SPNCRNA.2093	SPOM_SPNCRNA.2093	MissingGeneType
SPOM_SPNCRNA.2094	SPOM_SPNCRNA.2094	MissingGeneType
SPOM_SPNCRNA.2095	SPOM_SPNCRNA.2095	MissingGeneType
SPOM_SPNCRNA.2096	SPOM_SPNCRNA.2096	MissingGeneType
SPOM_SPNCRNA.624	SPOM_SPNCRNA.624	MissingGeneType
SPOM_SPNCRNA.2097	SPOM_SPNCRNA.2097	MissingGeneType
SPOM_SPNCRNA.625	SPOM_SPNCRNA.625	MissingGeneType
SPOM_SPNCRNA.03	SPOM_SPNCRNA.03	MissingGeneType
SPOM_SPNCRNA.626	SPOM_SPNCRNA.626	MissingGeneType
SPOM_SPNCRNA.627	SPOM_SPNCRNA.627	MissingGeneType
SPOM_SPNCRNA.628	SPOM_SPNCRNA.628	MissingGeneType
SPOM_SPNCRNA.2098	SPOM_SPNCRNA.2098	MissingGeneType
SPOM_SPNCRNA.2099	SPOM_SPNCRNA.2099	MissingGeneType
SPOM_SPNCRNA.2100	SPOM_SPNCRNA.2100	MissingGeneType
SPOM_SPNCRNA.2101	SPOM_SPNCRNA.2101	MissingGeneType
SPOM_SPNCRNA.629	SPOM_SPNCRNA.629	MissingGeneType
SPOM_SPNCRNA.2102	SPOM_SPNCRNA.2102	MissingGeneType
SPOM_SPNCRNA.2103	SPOM_SPNCRNA.2103	MissingGeneType
SPOM_SPNCRNA.630	SPOM_SPNCRNA.630	MissingGeneType
SPOM_SPNCRNA.2104	SPOM_SPNCRNA.2104	MissingGeneType
SPOM_SPNCRNA.631	SPOM_SPNCRNA.631	MissingGeneType
SPOM_SPNCRNA.2105	SPOM_SPNCRNA.2105	MissingGeneType
SPOM_SPNCRNA.2106	SPOM_SPNCRNA.2106	MissingGeneType
SPOM_SPNCRNA.2107	SPOM_SPNCRNA.2107	MissingGeneType
SPOM_SPNCRNA.2108	SPOM_SPNCRNA.2108	MissingGeneType
SPOM_SPNCRNA.632	SPOM_SPNCRNA.632	MissingGeneType
SPOM_SPNCRNA.2109	SPOM_SPNCRNA.2109	MissingGeneType
SPOM_SPNCRNA.633	SPOM_SPNCRNA.633	MissingGeneType
SPOM_SPNCRNA.634	SPOM_SPNCRNA.634	MissingGeneType
SPOM_SPNCRNA.2110	SPOM_SPNCRNA.2110	MissingGeneType
SPOM_SPNCRNA.2111	SPOM_SPNCRNA.2111	MissingGeneType
SPOM_SPNCRNA.2112	SPOM_SPNCRNA.2112	MissingGeneType
SPOM_SPNCRNA.2113	SPOM_SPNCRNA.2113	MissingGeneType
SPOM_SPNCRNA.2114	SPOM_SPNCRNA.2114	MissingGeneType
SPOM_SPNCRNA.2115	SPOM_SPNCRNA.2115	MissingGeneType
SPOM_SPNCRNA.148	SPOM_SPNCRNA.148	MissingGeneType
SPOM_SPNCRNA.2116	SPOM_SPNCRNA.2116	MissingGeneType
SPOM_SPNCRNA.2117	SPOM_SPNCRNA.2117	MissingGeneType
SPOM_SPNCRNA.27	SPOM_SPNCRNA.27	MissingGeneType
SPOM_SPNCRNA.2118	SPOM_SPNCRNA.2118	MissingGeneType
SPOM_SPNCRNA.635	SPOM_SPNCRNA.635	MissingGeneType
SPOM_SPNCRNA.2119	SPOM_SPNCRNA.2119	MissingGeneType
SPOM_SPNCRNA.2120	SPOM_SPNCRNA.2120	MissingGeneType
SPOM_SPNCRNA.2121	SPOM_SPNCRNA.2121	MissingGeneType
SPOM_SPNCRNA.2122	SPOM_SPNCRNA.2122	MissingGeneType
SPOM_SPNCRNA.2123	SPOM_SPNCRNA.2123	MissingGeneType
SPOM_SPNCRNA.2124	SPOM_SPNCRNA.2124	MissingGeneType
SPOM_SPNCRNA.636	SPOM_SPNCRNA.636	MissingGeneType
SPOM_SPNCRNA.637	SPOM_SPNCRNA.637	MissingGeneType
SPOM_SPNCRNA.2125	SPOM_SPNCRNA.2125	MissingGeneType
SPOM_SPNCRNA.2126	SPOM_SPNCRNA.2126	MissingGeneType
SPOM_SPNCRNA.638	SPOM_SPNCRNA.638	MissingGeneType
SPOM_SPNCRNA.2127	SPOM_SPNCRNA.2127	MissingGeneType
SPOM_SPNCRNA.2128	SPOM_SPNCRNA.2128	MissingGeneType
SPOM_SPNCRNA.2129	SPOM_SPNCRNA.2129	MissingGeneType
SPOM_SPNCRNA.2130	SPOM_SPNCRNA.2130	MissingGeneType
SPOM_SPNCRNA.2131	SPOM_SPNCRNA.2131	MissingGeneType
SPOM_SPNCRNA.2132	SPOM_SPNCRNA.2132	MissingGeneType
SPOM_SPNCRNA.2133	SPOM_SPNCRNA.2133	MissingGeneType
SPOM_SPNCRNA.2134	SPOM_SPNCRNA.2134	MissingGeneType
SPOM_SPNCRNA.2135	SPOM_SPNCRNA.2135	MissingGeneType
SPOM_SPNCRNA.2136	SPOM_SPNCRNA.2136	MissingGeneType
SPOM_SPNCRNA.2137	SPOM_SPNCRNA.2137	MissingGeneType
SPOM_SPNCRNA.2138	SPOM_SPNCRNA.2138	MissingGeneType
SPOM_SPSNORNA.29	SPOM_SPSNORNA.29	MissingGeneType
SPOM_SPNCRNA.639	SPOM_SPNCRNA.639	MissingGeneType
SPOM_SPNCRNA.2139	SPOM_SPNCRNA.2139	MissingGeneType
SPOM_SPNCRNA.2140	SPOM_SPNCRNA.2140	MissingGeneType
SPOM_SPNCRNA.2141	SPOM_SPNCRNA.2141	MissingGeneType
SPOM_SPNCRNA.640	SPOM_SPNCRNA.640	MissingGeneType
SPOM_SPNCRNA.2142	SPOM_SPNCRNA.2142	MissingGeneType
SPOM_SPNCRNA.641	SPOM_SPNCRNA.641	MissingGeneType
SPOM_SPNCRNA.642	SPOM_SPNCRNA.642	MissingGeneType
SPOM_SPATRNAPRO.01	SPOM_SPATRNAPRO.01	MissingGeneType
SPOM_SPNCRNA.2143	SPOM_SPNCRNA.2143	MissingGeneType
SPOM_SPNCRNA.2144	SPOM_SPNCRNA.2144	MissingGeneType
SPOM_SPNCRNA.2145	SPOM_SPNCRNA.2145	MissingGeneType
SPOM_SPNCRNA.2146	SPOM_SPNCRNA.2146	MissingGeneType
SPOM_SPNCRNA.2147	SPOM_SPNCRNA.2147	MissingGeneType
SPOM_SPNCRNA.2148	SPOM_SPNCRNA.2148	MissingGeneType
SPOM_SPNCRNA.2149	SPOM_SPNCRNA.2149	MissingGeneType
SPOM_SPNCRNA.2150	SPOM_SPNCRNA.2150	MissingGeneType
SPOM_SPNCRNA.2151	SPOM_SPNCRNA.2151	MissingGeneType
SPOM_SPNCRNA.643	SPOM_SPNCRNA.643	MissingGeneType
SPOM_SPNCRNA.2152	SPOM_SPNCRNA.2152	MissingGeneType
SPOM_SPNCRNA.2153	SPOM_SPNCRNA.2153	MissingGeneType
SPOM_SPNCRNA.2154	SPOM_SPNCRNA.2154	MissingGeneType
SPOM_SPNCRNA.2155	SPOM_SPNCRNA.2155	MissingGeneType
SPOM_SPNCRNA.2156	SPOM_SPNCRNA.2156	MissingGeneType
SPOM_SPNCRNA.2157	SPOM_SPNCRNA.2157	MissingGeneType
SPOM_SPNCRNA.2158	SPOM_SPNCRNA.2158	MissingGeneType
SPOM_SPNCRNA.2159	SPOM_SPNCRNA.2159	MissingGeneType
SPOM_SPNCRNA.2160	SPOM_SPNCRNA.2160	MissingGeneType
SPOM_SPNCRNA.2161	SPOM_SPNCRNA.2161	MissingGeneType
SPOM_SPNCRNA.2162	SPOM_SPNCRNA.2162	MissingGeneType
SPOM_SPNCRNA.2163	SPOM_SPNCRNA.2163	MissingGeneType
SPOM_SPNCRNA.2164	SPOM_SPNCRNA.2164	MissingGeneType
SPOM_SPNCRNA.2165	SPOM_SPNCRNA.2165	MissingGeneType
SPOM_SPNCRNA.2166	SPOM_SPNCRNA.2166	MissingGeneType
SPOM_SPNCRNA.2167	SPOM_SPNCRNA.2167	MissingGeneType
SPOM_SPNCRNA.2168	SPOM_SPNCRNA.2168	MissingGeneType
SPOM_SPNCRNA.2169	SPOM_SPNCRNA.2169	MissingGeneType
SPOM_SPNCRNA.2170	SPOM_SPNCRNA.2170	MissingGeneType
SPOM_SPNCRNA.2171	SPOM_SPNCRNA.2171	MissingGeneType
SPOM_SPNCRNA.644	SPOM_SPNCRNA.644	MissingGeneType
SPOM_SPNCRNA.645	SPOM_SPNCRNA.645	MissingGeneType
SPOM_SPSNORNA.01	SPOM_SPSNORNA.01	MissingGeneType
SPOM_SPNCRNA.2172	SPOM_SPNCRNA.2172	MissingGeneType
SPOM_SPNCRNA.2173	SPOM_SPNCRNA.2173	MissingGeneType
SPOM_SPNCRNA.05	SPOM_SPNCRNA.05	MissingGeneType
SPOM_SPNCRNA.646	SPOM_SPNCRNA.646	MissingGeneType
SPOM_SPNCRNA.647	SPOM_SPNCRNA.647	MissingGeneType
SPOM_SPNCRNA.648	SPOM_SPNCRNA.648	MissingGeneType
SPOM_SPNCRNA.2174	SPOM_SPNCRNA.2174	MissingGeneType
SPOM_SPNCRNA.2175	SPOM_SPNCRNA.2175	MissingGeneType
SPOM_SPNCRNA.2176	SPOM_SPNCRNA.2176	MissingGeneType
SPOM_SPNCRNA.2177	SPOM_SPNCRNA.2177	MissingGeneType
SPOM_SPNCRNA.2178	SPOM_SPNCRNA.2178	MissingGeneType
SPOM_SPNCRNA.2179	SPOM_SPNCRNA.2179	MissingGeneType
SPOM_SPATRNAVAL.01	SPOM_SPATRNAVAL.01	MissingGeneType
SPOM_SPNCRNA.649	SPOM_SPNCRNA.649	MissingGeneType
SPOM_SPNCRNA.2180	SPOM_SPNCRNA.2180	MissingGeneType
SPOM_SPNCRNA.2181	SPOM_SPNCRNA.2181	MissingGeneType
SPOM_SPNCRNA.2182	SPOM_SPNCRNA.2182	MissingGeneType
SPOM_SPNCRNA.2183	SPOM_SPNCRNA.2183	MissingGeneType
SPOM_SPNCRNA.650	SPOM_SPNCRNA.650	MissingGeneType
SPOM_SPNCRNA.2184	SPOM_SPNCRNA.2184	MissingGeneType
SPOM_SPNCRNA.2185	SPOM_SPNCRNA.2185	MissingGeneType
SPOM_SPNCRNA.2186	SPOM_SPNCRNA.2186	MissingGeneType
SPOM_SPRRNA.11	SPOM_SPRRNA.11	MissingGeneType
SPOM_SPNCRNA.2187	SPOM_SPNCRNA.2187	MissingGeneType
SPOM_SPNCRNA.651	SPOM_SPNCRNA.651	MissingGeneType
SPOM_SPNCRNA.2188	SPOM_SPNCRNA.2188	MissingGeneType
SPOM_SPNCRNA.2189	SPOM_SPNCRNA.2189	MissingGeneType
SPOM_SPNCRNA.652	SPOM_SPNCRNA.652	MissingGeneType
SPOM_SPNCRNA.2190	SPOM_SPNCRNA.2190	MissingGeneType
SPOM_SPNCRNA.2191	SPOM_SPNCRNA.2191	MissingGeneType
SPOM_SPNCRNA.2192	SPOM_SPNCRNA.2192	MissingGeneType
SPOM_SPNCRNA.2193	SPOM_SPNCRNA.2193	MissingGeneType
SPOM_SPNCRNA.2194	SPOM_SPNCRNA.2194	MissingGeneType
SPOM_SPNCRNA.2195	SPOM_SPNCRNA.2195	MissingGeneType
SPOM_SPNCRNA.2196	SPOM_SPNCRNA.2196	MissingGeneType
SPOM_SPNCRNA.2197	SPOM_SPNCRNA.2197	MissingGeneType
SPOM_SPNCRNA.2198	SPOM_SPNCRNA.2198	MissingGeneType
SPOM_SPNCRNA.653	SPOM_SPNCRNA.653	MissingGeneType
SPOM_SPNCRNA.2199	SPOM_SPNCRNA.2199	MissingGeneType
SPOM_SPNCRNA.2200	SPOM_SPNCRNA.2200	MissingGeneType
SPOM_SPNCRNA.654	SPOM_SPNCRNA.654	MissingGeneType
SPOM_SPNCRNA.47	SPOM_SPNCRNA.47	MissingGeneType
SPOM_SPNCRNA.2201	SPOM_SPNCRNA.2201	MissingGeneType
SPOM_SPNCRNA.2202	SPOM_SPNCRNA.2202	MissingGeneType
SPOM_SPNCRNA.2203	SPOM_SPNCRNA.2203	MissingGeneType
SPOM_SPNCRNA.2204	SPOM_SPNCRNA.2204	MissingGeneType
SPOM_SPNCRNA.2205	SPOM_SPNCRNA.2205	MissingGeneType
SPOM_SPNCRNA.655	SPOM_SPNCRNA.655	MissingGeneType
SPOM_SPNCRNA.656	SPOM_SPNCRNA.656	MissingGeneType
SPOM_SPNCRNA.2206	SPOM_SPNCRNA.2206	MissingGeneType
SPOM_SPNCRNA.2207	SPOM_SPNCRNA.2207	MissingGeneType
SPOM_SPNCRNA.2208	SPOM_SPNCRNA.2208	MissingGeneType
SPOM_SPNCRNA.2209	SPOM_SPNCRNA.2209	MissingGeneType
SPOM_SPNCRNA.657	SPOM_SPNCRNA.657	MissingGeneType
SPOM_SPNCRNA.2210	SPOM_SPNCRNA.2210	MissingGeneType
SPOM_SPNCRNA.658	SPOM_SPNCRNA.658	MissingGeneType
SPOM_SPNCRNA.2211	SPOM_SPNCRNA.2211	MissingGeneType
SPOM_SPNCRNA.2212	SPOM_SPNCRNA.2212	MissingGeneType
SPOM_SPNCRNA.2213	SPOM_SPNCRNA.2213	MissingGeneType
SPOM_SPNCRNA.2214	SPOM_SPNCRNA.2214	MissingGeneType
SPOM_SPNCRNA.2215	SPOM_SPNCRNA.2215	MissingGeneType
SPOM_SPNCRNA.2216	SPOM_SPNCRNA.2216	MissingGeneType
SPOM_SPNCRNA.2217	SPOM_SPNCRNA.2217	MissingGeneType
SPOM_SPNCRNA.659	SPOM_SPNCRNA.659	MissingGeneType
SPOM_SPSNORNA.02	SPOM_SPSNORNA.02	MissingGeneType
SPOM_SPSNORNA.03	SPOM_SPSNORNA.03	MissingGeneType
SPOM_SPSNORNA.04	SPOM_SPSNORNA.04	MissingGeneType
SPOM_SPSNORNA.05	SPOM_SPSNORNA.05	MissingGeneType
SPOM_SPSNORNA.06	SPOM_SPSNORNA.06	MissingGeneType
SPOM_SPNCRNA.2218	SPOM_SPNCRNA.2218	MissingGeneType
SPOM_SPNCRNA.2219	SPOM_SPNCRNA.2219	MissingGeneType
SPOM_SPNCRNA.2220	SPOM_SPNCRNA.2220	MissingGeneType
SPOM_SPNCRNA.2221	SPOM_SPNCRNA.2221	MissingGeneType
SPOM_SPNCRNA.2222	SPOM_SPNCRNA.2222	MissingGeneType
SPOM_SPNCRNA.660	SPOM_SPNCRNA.660	MissingGeneType
SPOM_SPNCRNA.2223	SPOM_SPNCRNA.2223	MissingGeneType
SPOM_SPNCRNA.2224	SPOM_SPNCRNA.2224	MissingGeneType
SPOM_SPNCRNA.661	SPOM_SPNCRNA.661	MissingGeneType
SPOM_SPNCRNA.2225	SPOM_SPNCRNA.2225	MissingGeneType
SPOM_SPNCRNA.2226	SPOM_SPNCRNA.2226	MissingGeneType
SPOM_SPNCRNA.2227	SPOM_SPNCRNA.2227	MissingGeneType
SPOM_SPNCRNA.2228	SPOM_SPNCRNA.2228	MissingGeneType
SPOM_SPNCRNA.154	SPOM_SPNCRNA.154	MissingGeneType
SPOM_SPNCRNA.2229	SPOM_SPNCRNA.2229	MissingGeneType
SPOM_SPNCRNA.2230	SPOM_SPNCRNA.2230	MissingGeneType
SPOM_SPNCRNA.2231	SPOM_SPNCRNA.2231	MissingGeneType
SPOM_SPNCRNA.2232	SPOM_SPNCRNA.2232	MissingGeneType
SPOM_SPNCRNA.2233	SPOM_SPNCRNA.2233	MissingGeneType
SPOM_SPNCRNA.2234	SPOM_SPNCRNA.2234	MissingGeneType
SPOM_SPNCRNA.2235	SPOM_SPNCRNA.2235	MissingGeneType
SPOM_SPNCRNA.2236	SPOM_SPNCRNA.2236	MissingGeneType
SPOM_SPNCRNA.2237	SPOM_SPNCRNA.2237	MissingGeneType
SPOM_SPNCRNA.2238	SPOM_SPNCRNA.2238	MissingGeneType
SPOM_SPNCRNA.2239	SPOM_SPNCRNA.2239	MissingGeneType
SPOM_SPNCRNA.2240	SPOM_SPNCRNA.2240	MissingGeneType
SPOM_SPNCRNA.2241	SPOM_SPNCRNA.2241	MissingGeneType
SPOM_SPNCRNA.155	SPOM_SPNCRNA.155	MissingGeneType
SPOM_SPNCRNA.2242	SPOM_SPNCRNA.2242	MissingGeneType
SPOM_SPNCRNA.2243	SPOM_SPNCRNA.2243	MissingGeneType
SPOM_SPNCRNA.2244	SPOM_SPNCRNA.2244	MissingGeneType
SPOM_SPNCRNA.2245	SPOM_SPNCRNA.2245	MissingGeneType
SPOM_SPNCRNA.2246	SPOM_SPNCRNA.2246	MissingGeneType
SPOM_SPNCRNA.2247	SPOM_SPNCRNA.2247	MissingGeneType
SPOM_SPNCRNA.2248	SPOM_SPNCRNA.2248	MissingGeneType
SPOM_SPNCRNA.662	SPOM_SPNCRNA.662	MissingGeneType
SPOM_SPNCRNA.2249	SPOM_SPNCRNA.2249	MissingGeneType
SPOM_SPNCRNA.663	SPOM_SPNCRNA.663	MissingGeneType
SPOM_SPNCRNA.2250	SPOM_SPNCRNA.2250	MissingGeneType
SPOM_SPNCRNA.2251	SPOM_SPNCRNA.2251	MissingGeneType
SPOM_SPNCRNA.2252	SPOM_SPNCRNA.2252	MissingGeneType
SPOM_SPNCRNA.2253	SPOM_SPNCRNA.2253	MissingGeneType
SPOM_SPNCRNA.664	SPOM_SPNCRNA.664	MissingGeneType
SPOM_SPNCRNA.156	SPOM_SPNCRNA.156	MissingGeneType
SPOM_SPNCRNA.665	SPOM_SPNCRNA.665	MissingGeneType
SPOM_SPNCRNA.2254	SPOM_SPNCRNA.2254	MissingGeneType
SPOM_SPNCRNA.2255	SPOM_SPNCRNA.2255	MissingGeneType
SPOM_SPNCRNA.666	SPOM_SPNCRNA.666	MissingGeneType
SPOM_SPNCRNA.2256	SPOM_SPNCRNA.2256	MissingGeneType
SPOM_SPNCRNA.2257	SPOM_SPNCRNA.2257	MissingGeneType
SPOM_SPNCRNA.2258	SPOM_SPNCRNA.2258	MissingGeneType
